Sample name ,Sample type,Sample group,Matrix,Location,Compound,Analyte peak area,Analyte retention time (min),Internal standard peak area,Internal standard retention time (min),Normalization factor,
NIA_GroupF_Crayfish_2x,Sample,Pestle,Biota,NIA,PFHxS,2.55E+03,3.72,7.32E+02,3.7,1.338,FALSE
NIA_GroupF_Bug_2x,Sample,Pestle,Biota,NIA,PFHxS,8.27E+01,3.65,5.53E+02,3.7,0.2843,FALSE
NIA_GroupF_Shrimp_1_2x,Sample,Homogenizer,Biota,NIA,PFHxS,2.76E+02,3.71,2.32E+02,3.72,0.9854,FALSE
NIA_GroupF_Shrimp_2_2x,Sample,Homogenizer,Biota,NIA,PFHxS,6.95E+01,3.76,0.00E+00,0,1.0054,TRUE
NIA_GroupF_Shrimp_3_2x,Sample,Homogenizer,Biota,NIA,PFHxS,4.12E+02,3.73,2.50E+02,3.84,1.0363,FALSE
NIA_GroupF_Shrimp_4_2x,Sample,Homogenizer,Biota,NIA,PFHxS,1.84E+02,3.75,1.04E+02,3.71,1.2382,FALSE
NIA_GroupF_Catfish_1A_2x,Sample,Blender,Biota,NIA,PFHxS,2.72E+02,3.75,2.68E+02,3.72,1.0587,FALSE
NIA_GroupF_Catfish_1B_2x,Sample,Blender,Biota,NIA,PFHxS,0.00E+00,0,0.00E+00,0,1.1866,TRUE
NIA_GroupF_Catfish_1C_2x,Sample,Blender,Biota,NIA,PFHxS,0.00E+00,0,0.00E+00,0,1.4201,TRUE
NIA_GroupF_Catfish_2_2x,Sample,Blender,Biota,NIA,PFHxS,0.00E+00,0,0.00E+00,0,0.4611,TRUE
NIA_GroupF_Catfish_3_2x,Sample,Blender,Biota,NIA,PFHxS,0.00E+00,0,0.00E+00,0,0.4665,TRUE
NIA_GroupF_Catfish_4_2x,Sample,Blender,Biota,NIA,PFHxS,0.00E+00,0,0.00E+00,0,0.424,TRUE
NIA_GroupD_Blender_Blank,Blank,Blender,Biota,NIA,PFHxS,1.45E+03,3.7,3.96E+03,3.72,1,FALSE
NIA_GroupD_Biota_Spike,Spike,Blender,Biota,NIA,PFHxS,2.88E+04,3.76,2.80E+03,3.74,1,FALSE
NIA_GroupD_Bluegill_1_20x,Sample,Blender,Biota,NIA,PFHxS,2.18E+02,3.75,2.71E+03,3.72,0.4212,FALSE
NIA_GroupD_Bluegill_2_20x,Sample,Blender,Biota,NIA,PFHxS,0.00E+00,0,3.03E+03,3.74,0.3059,FALSE
NIA_GroupD_Bluegill_3_20x,Sample,Blender,Biota,NIA,PFHxS,4.66E+02,3.74,1.86E+03,3.73,0.5911,FALSE
NIA_GroupD_Crayfish_1_20x,Sample,Pestle,Biota,NIA,PFHxS,5.13E+02,3.69,2.93E+03,3.73,1.0304,FALSE
NIA_GroupD_Crayfish_2_20x,Sample,Pestle,Biota,NIA,PFHxS,0.00E+00,0,2.70E+03,3.75,1.056,FALSE
NIA_GroupD_Crayfish_3_20x,Sample,Pestle,Biota,NIA,PFHxS,0.00E+00,0,3.13E+03,3.73,0.9936,FALSE
NIA_GroupD_Bug_20x,Sample,Pestle,Biota,NIA,PFHxS,0.00E+00,0,1.80E+03,3.7,0.2205,FALSE
NIA_GroupD_Bluegill_1_2x,Sample,Blender,Biota,NIA,PFHxS,1.40E+03,3.75,2.93E+03,3.71,0.4212,FALSE
NIA_GroupD_Bluegill_2_2x,Sample,Blender,Biota,NIA,PFHxS,6.89E+01,3.69,1.72E+03,3.73,0.3059,FALSE
NIA_GroupD_Bluegill_3_2x,Sample,Blender,Biota,NIA,PFHxS,1.85E+02,3.69,4.46E+02,3.7,0.5911,FALSE
NIA_GroupD_Crayfish_1_2x,Sample,Pestle,Biota,NIA,PFHxS,7.32E+02,3.71,8.39E+02,3.71,1.0304,FALSE
NIA_GroupD_Crayfish_2_2x,Sample,Pestle,Biota,NIA,PFHxS,2.93E+02,3.73,7.87E+02,3.66,1.056,FALSE
NIA_GroupD_Crayfish_3_2x,Sample,Pestle,Biota,NIA,PFHxS,5.27E+02,3.68,4.11E+02,3.71,0.9936,FALSE
NIA_GroupD_Bug_2x,Sample,Pestle,Biota,NIA,PFHxS,5.30E+01,3.69,3.95E+02,3.7,0.2205,FALSE
NIA_GroupD_sediment_lab_blank,Blank,Lab,Sediment,NIA,PFHxS,0.00E+00,0,5.28E+02,3.69,1,FALSE
NIA_GroupD_sediment_field_blank,Blank,Field,Sediment,NIA,PFHxS,0.00E+00,0,4.02E+02,3.72,1,FALSE
NIA_GroupD_sediment_spike,Spike,Field,Sediment,NIA,PFHxS,1.98E+03,3.74,3.87E+02,3.78,1,FALSE
NIA_GroupD_sediment_sample_1_20x,Sample,Field,Sediment,NIA,PFHxS,0.00E+00,0,1.07E+03,3.74,1.0042,FALSE
NIA_GroupD_sediment_sample_2_20x,Sample,Field,Sediment,NIA,PFHxS,0.00E+00,0,1.23E+03,3.73,1.0087,FALSE
NIA_GroupD_sediment_sample_3_20x,Sample,Field,Sediment,NIA,PFHxS,0.00E+00,0,1.46E+03,3.73,1.009,FALSE
NIA_GroupD_sediment_sample_1_2x,Sample,Field,Sediment,NIA,PFHxS,3.72E+02,3.69,1.07E+03,3.7,1.0042,FALSE
NIA_GroupD_sediment_sample_2_2x,Sample,Field,Sediment,NIA,PFHxS,5.89E+02,3.72,7.88E+02,3.71,1.0087,FALSE
NIA_GroupD_sediment_sample_3_2x,Sample,Field,Sediment,NIA,PFHxS,0.00E+00,0,4.85E+02,3.72,1.009,FALSE
NIA_GroupE_Blender_Blank,Blank,Blender,Biota,NIA,PFHxS,0.00E+00,0,6.78E+02,3.73,1,FALSE
NIA_GroupE_Biota_Spike,Spike,Homogenizer,Biota,NIA,PFHxS,7.39E+03,3.72,7.48E+02,3.78,1,FALSE
NIA_GroupE_Shrimp_1_20x,Sample,Homogenizer,Biota,NIA,PFHxS,1.31E+02,3.69,5.72E+02,3.72,1.0419,FALSE
NIA_GroupE_Shrimp_2_20x,Sample,Homogenizer,Biota,NIA,PFHxS,9.62E+01,3.72,5.88E+02,3.68,1.0003,FALSE
NIA_GroupE_Shrimp_3_20x,Sample,Homogenizer,Biota,NIA,PFHxS,2.06E+02,3.69,6.60E+02,3.69,1.0657,FALSE
NIA_GroupE_Shrimp_4_20x,Sample,Homogenizer,Biota,NIA,PFHxS,1.03E+02,3.69,1.06E+03,3.67,2.4803,FALSE
NIA_GroupE_Shrimp_5_20x,Sample,Homogenizer,Biota,NIA,PFHxS,2.04E+02,3.75,8.70E+02,3.77,5.9906,FALSE
NIA_GroupE_Shrimp_6_20x,Sample,Homogenizer,Biota,NIA,PFHxS,1.67E+01,3.74,1.08E+03,3.74,1,FALSE
NIA_GroupE_PumpkinSeed_1_20x,Sample,Homogenizer,Biota,NIA,PFHxS,8.50E+01,3.72,7.81E+02,3.7,0.8698,FALSE
NIA_GroupE_PumpkinSeed_2_20x,Sample,Homogenizer,Biota,NIA,PFHxS,0.00E+00,0,9.66E+02,3.7,0.8784,FALSE
NIA_GroupE_PumpkinSeed_3_20x,Sample,Homogenizer,Biota,NIA,PFHxS,4.93E+01,3.78,1.37E+03,3.79,0.2329,FALSE
NIA_GroupE_Spider_1_20x,Sample,Homogenizer,Biota,NIA,PFHxS,0.00E+00,0,1.59E+03,3.73,0.0129,FALSE
NIA_GroupE_Beetle_1_20x,Sample,Pestle,Biota,NIA,PFHxS,0.00E+00,0,1.57E+03,3.72,0.07,FALSE
NIA_GroupE_Nymph_1_20x,Sample,Homogenizer,Biota,NIA,PFHxS,1.01E+02,3.68,1.98E+03,3.74,0.2131,FALSE
NIA_GroupE_Shrimp_1_2x,Sample,Homogenizer,Biota,NIA,PFHxS,1.81E+03,3.75,1.64E+03,3.72,1.0419,FALSE
NIA_GroupE_Shrimp_2_2x,Sample,Homogenizer,Biota,NIA,PFHxS,5.56E+02,3.67,6.43E+02,3.68,1.0003,FALSE
NIA_GroupE_Shrimp_3_2x,Sample,Homogenizer,Biota,NIA,PFHxS,5.53E+02,3.73,6.90E+01,3.74,1.0657,FALSE
NIA_GroupE_Shrimp_4_2x,Sample,Homogenizer,Biota,NIA,PFHxS,3.97E+02,3.75,2.32E+02,3.7,2.4803,FALSE
NIA_GroupE_Shrimp_5_2x,Sample,Homogenizer,Biota,NIA,PFHxS,4.41E+02,3.73,1.43E+02,3.71,5.9906,FALSE
NIA_GroupE_Shrimp_6_2x,Sample,Homogenizer,Biota,NIA,PFHxS,1.01E+02,3.76,2.10E+02,3.69,1,FALSE
NIA_GroupE_PumpkinSeed_1_2x,Sample,Homogenizer,Biota,NIA,PFHxS,1.49E+02,3.74,1.43E+02,3.71,0.8698,FALSE
NIA_GroupE_PumpkinSeed_2_2x,Sample,Homogenizer,Biota,NIA,PFHxS,1.69E+02,3.69,2.22E+02,3.7,0.8784,FALSE
NIA_GroupE_PumpkinSeed_3_2x,Sample,Homogenizer,Biota,NIA,PFHxS,0.00E+00,0,3.75E+02,3.71,0.2329,FALSE
NIA_GroupE_Spider_1_2x,Sample,Homogenizer,Biota,NIA,PFHxS,0.00E+00,0,3.39E+02,3.7,0.0129,FALSE
NIA_GroupE_Beetle_1_2x,Sample,Pestle,Biota,NIA,PFHxS,6.82E+01,3.74,1.96E+02,3.74,0.07,FALSE
NIA_GroupE_Nymph_1_2x,Sample,Homogenizer,Biota,NIA,PFHxS,1.55E+02,3.74,1.00E+03,3.71,0.2131,FALSE
NIA_GroupE_Sediment_Lab_Blank,Blank,Lab,Sediment,NIA,PFHxS,0.00E+00,0,8.03E+02,3.72,1,FALSE
NIA_GroupE_Sediment_Field_Blank,Blank,Field,Sediment,NIA,PFHxS,0.00E+00,0,2.00E+02,3.71,1,FALSE
NIA_GroupE_Sediment_Spike,Spike,Field,Sediment,NIA,PFHxS,2.71E+03,3.75,1.61E+02,3.7,1,FALSE
NIA_GroupE_Sediment_Sample_1_20x,Sample,Field,Sediment,NIA,PFHxS,1.56E+02,3.72,5.71E+02,3.72,0.9983,FALSE
NIA_GroupE_Sediment_Sample_2_20x,Sample,Field,Sediment,NIA,PFHxS,3.80E+02,3.86,7.14E+02,3.71,1.0174,FALSE
NIA_GroupE_Sediment_Sample_3_20x,Sample,Field,Sediment,NIA,PFHxS,2.40E+02,3.82,3.19E+02,3.71,1.0034,FALSE
NIA_GroupE_Sediment_Sample_1_2x,Sample,Field,Sediment,NIA,PFHxS,1.77E+03,3.82,2.72E+02,3.69,0.9983,FALSE
NIA_GroupE_Sediment_Sample_2_2x,Sample,Field,Sediment,NIA,PFHxS,1.74E+03,3.8,6.91E+02,3.72,1.0174,FALSE
NIA_GroupE_Sediment_Sample_3_2x,Sample,Field,Sediment,NIA,PFHxS,1.65E+03,3.86,7.53E+02,3.77,1.0034,FALSE
NIA_GroupF_Sediment_Lab_Blank,Blank,Lab,Sediment,NIA,PFHxS,0.00E+00,0,3.03E+02,3.77,0,FALSE
NIA_GroupF_Sediment_Field_Blank,Blank,Field,Sediment,NIA,PFHxS,0.00E+00,0,2.68E+02,3.71,0,FALSE
NIA_GroupF_Sediment_Spike,Spike,Field,Sediment,NIA,PFHxS,1.66E+03,3.72,2.73E+02,3.69,0,FALSE
NIA_GroupF_Sediment_Sample_1_20x,Sample,Field,Sediment,NIA,PFHxS,0.00E+00,0,5.91E+02,3.73,0.9944,FALSE
NIA_GroupF_Sediment_Sample_2_20x,Sample,Field,Sediment,NIA,PFHxS,0.00E+00,0,6.55E+02,3.73,0.9981,FALSE
NIA_GroupF_Sediment_Sample_3_20x,Sample,Field,Sediment,NIA,PFHxS,0.00E+00,0,8.03E+02,3.7,0.9945,FALSE
NIA_GroupF_Sediment_Sample_1_2x,Sample,Field,Sediment,NIA,PFHxS,2.08E+03,3.81,9.64E+02,3.7,0.9944,FALSE
NIA_GroupF_Sediment_Sample_2_2x,Sample,Field,Sediment,NIA,PFHxS,1.57E+03,3.86,6.82E+02,3.76,0.9981,FALSE
NIA_GroupF_Sediment_Sample_3_2x,Sample,Field,Sediment,NIA,PFHxS,1.41E+03,3.84,3.39E+02,3.71,0.9945,FALSE
20MC_0 ng/mL,Calibration curve,Lab,N/A,20MC,PFOS,0.00E+00,0,6.32E+03,4.16,1,FALSE
20MC_0.2 ng/mL,Calibration curve,Lab,N/A,20MC,PFOS,1.16E+03,4.12,9.21E+03,4.12,1,FALSE
20MC_0.4 ng/mL,Calibration curve,Lab,N/A,20MC,PFOS,2.32E+03,4.11,9.80E+03,4.1,1,FALSE
20MC_1 ng/mL,Calibration curve,Lab,N/A,20MC,PFOS,3.80E+03,4.11,7.34E+03,4.11,1,FALSE
20MC_2 ng/mL,Calibration curve,Lab,N/A,20MC,PFOS,7.87E+03,4.1,8.75E+03,4.09,1,FALSE
20MC_4 ng/mL,Calibration curve,Lab,N/A,20MC,PFOS,1.58E+04,4.08,6.91E+03,4.1,1,FALSE
20MC_10 ng/mL,Calibration curve,Lab,N/A,20MC,PFOS,3.52E+04,4.09,6.78E+03,4.09,1,FALSE
20MC_20 ng/mL,Calibration curve,Lab,N/A,20MC,PFOS,6.41E+04,4.09,6.98E+03,4.08,1,FALSE
20MC_40 ng/mL,Calibration curve,Lab,N/A,20MC,PFOS,1.10E+05,4.08,6.34E+03,4.06,1,FALSE
20MC_100 ng/mL,Calibration curve,Lab,N/A,20MC,PFOS,2.68E+05,4.07,6.34E+03,4.05,1,FALSE
20MC_water_lab_blank,Blank,Lab,Water,20MC,PFOS,2.50E+03,4.07,6.85E+03,4.07,1,FALSE
20MC_water_field_blank,Blank,Field,Water,20MC,PFOS,0.00E+00,0,5.59E+03,4.07,1,FALSE
20MC_water_spike1,Spike,Field,Water,20MC,PFOS,5.29E+04,4.06,7.10E+03,4.06,1,FALSE
20MC_water_spike2,Spike,Field,Water,20MC,PFOS,4.54E+04,4.07,6.09E+03,4.06,1,FALSE
20MC_water_sample_1,Sample,Field,Water,20MC,PFOS,1.01E+03,4.07,7.48E+03,4.06,100,FALSE
20MC_water_sample_2,Sample,Field,Water,20MC,PFOS,4.87E+02,4.07,7.19E+03,4.06,100,FALSE
20MC_water_sample_3,Sample,Field,Water,20MC,PFOS,4.50E+02,3.99,5.27E+03,4.05,100,FALSE
20MC_water_sample_4,Sample,Field,Water,20MC,PFOS,8.80E+02,4.03,7.02E+03,4.05,100,FALSE
20MC_GroupC_sediment_lab_blank,Blank,Lab,Sediment,20MC,PFOS,2.03E+02,3.99,3.87E+03,4.04,1,FALSE
20MC_GroupC_sediment_field_blank,Blank,Field,Sediment,20MC,PFOS,2.71E+02,3.99,1.25E+03,4.03,1,FALSE
20MC_GroupC_sediment_field_spike,Spike,Field,Sediment,20MC,PFOS,1.68E+04,4.03,2.93E+03,4,1,FALSE
20MC_GroupC_sediment_1,Sample,Field,Sediment,20MC,PFOS,5.12E+03,4.03,3.52E+03,4.02,0.9993,FALSE
20MC_GroupC_sediment_2,Sample,Field,Sediment,20MC,PFOS,3.60E+03,4.01,2.36E+03,4,0.9969,FALSE
20MC_GroupC_sediment_3,Sample,Field,Sediment,20MC,PFOS,2.21E+03,4.01,1.95E+03,4.04,0.9964,FALSE
20MC_GroupA_Biota_Spike_2xdilution,Spike,Pestle,Biota,20MC,PFOS,4.78E+03,4,5.89E+02,4.02,1,FALSE
20MC_GroupA_Mortar_Blank_2xdilution,Blank,Pestle,Biota,20MC,PFOS,5.45E+01,4.02,1.39E+03,4.01,1,FALSE
20MC_GroupA_Crayfish_1_2xdilution,Sample,Pestle,Biota,20MC,PFOS,6.93E+01,4.03,3.71E+03,4.01,1.0527,FALSE
20MC_GroupA_Crayfish_2_2xdilution,Sample,Pestle,Biota,20MC,PFOS,3.27E+02,4.02,1.81E+03,4.01,1.0751,FALSE
20MC_GroupA_Catfish_1_2xdilution,Sample,Blender,Biota,20MC,PFOS,2.60E+02,3.99,1.36E+03,4.02,1.0718,FALSE
20MC_GroupA_Catfish_4_2xdilution,Sample,Blender,Biota,20MC,PFOS,4.77E+03,3.99,1.66E+03,3.99,1.152,FALSE
20MC_GroupA_Bug_3_2xdilution,Sample,Pestle,Biota,20MC,PFOS,0.00E+00,0,1.36E+03,4,0.1101,FALSE
20MC_GroupA_sediment_lab_blank,Blank,Lab,Sediment,20MC,PFOS,0.00E+00,0,5.60E+03,4.04,1,FALSE
20MC_GroupA_sediment_field_blank,Blank,Field,Sediment,20MC,PFOS,0.00E+00,0,2.06E+03,4.04,1,FALSE
20MC_GroupA_sediment_field_spike,Spike,Field,Sediment,20MC,PFOS,1.75E+04,4.02,2.34E+03,4.02,1,FALSE
20MC_GroupA_sediment_sample1,Sample,Field,Sediment,20MC,PFOS,7.15E+03,4.04,2.70E+03,4.01,0.9952,FALSE
20MC_GroupA_sediment_sample2,Sample,Field,Sediment,20MC,PFOS,4.43E+03,4.02,4.00E+03,4.01,0.9943,FALSE
20MC_GroupA_sediment_sample3,Sample,Field,Sediment,20MC,PFOS,3.10E+03,4.08,2.66E+03,4.03,0.9996,FALSE
20MC_GroupB_Bug_2xdilution,Sample,Pestle,Biota,20MC,PFOS,1.40E+03,4.03,2.30E+03,4.01,0.1,FALSE
20MC_GroupB_Mortar_Blank_2xdilution,Blank,Pestle,Biota,20MC,PFOS,0.00E+00,0,7.91E+02,4,1,FALSE
20MC_GroupB_Bug_1_2xdilution,Sample,Pestle,Biota,20MC,PFOS,2.07E+03,4,2.77E+03,3.98,0.2389,FALSE
20MC_GroupB_Bug_2_2xdilution,Sample,Pestle,Biota,20MC,PFOS,4.21E+02,3.98,3.05E+03,4.01,0.0209,FALSE
20MC_GroupB_Bug_4_2xdilution,Sample,Pestle,Biota,20MC,PFOS,0.00E+00,0,1.41E+03,4.02,0.0209,FALSE
20MC_GroupB_Crayfish_4_2xdilution,Sample,Pestle,Biota,20MC,PFOS,3.53E+02,4.06,1.50E+03,4.02,0.8841,FALSE
20MC_GroupB_Crayfish_5_2xdilution,Sample,Pestle,Biota,20MC,PFOS,0.00E+00,0,3.06E+01,3.99,1.0013,FALSE
20MC_GroupB_Catfish_2_2xdilution,Sample,Blender,Biota,20MC,PFOS,4.34E+02,4.03,1.25E+02,3.98,1.9834,FALSE
20MC_GroupB_sediment_lab_blank,Blank,Lab,Sediment,20MC,PFOS,8.60E+01,4.04,2.37E+03,4.06,1,FALSE
20MC_GroupB_sediment_field_blank,Blank,Field,Sediment,20MC,PFOS,0.00E+00,0,5.16E+03,4.03,1,FALSE
20MC_GroupB_sediment_field_spike,Spike,Field,Sediment,20MC,PFOS,1.62E+04,4.04,6.09E+03,4.04,1,FALSE
20MC_GroupB_sediment_sample1,Sample,Field,Sediment,20MC,PFOS,7.32E+03,4.04,6.34E+03,4.04,1.0172,FALSE
20MC_GroupB_sediment_sample2,Sample,Field,Sediment,20MC,PFOS,6.40E+03,4.07,5.39E+03,4.03,1.0119,FALSE
20MC_GroupB_sediment_sample3,Sample,Field,Sediment,20MC,PFOS,5.19E+03,4.06,8.04E+03,4.03,1.0063,FALSE
20MC_GroupC_Mortar_Blank_2xdilution,Blank,Pestle,Biota,20MC,PFOS,0.00E+00,0,5.48E+03,4,1,FALSE
20MC_GroupC_Biota_Spike_2xdilution,Spike,Pestle,Biota,20MC,PFOS,2.81E+04,4.02,5.02E+03,3.99,1,FALSE
20MC_GroupC_Crayfish_3_2xdilution,Sample,Pestle,Biota,20MC,PFOS,1.54E+03,3.98,1.36E+03,4,0.8155,FALSE
20MC_GroupC_Blender_Blank_2xdilution,Blank,Blender,Biota,20MC,PFOS,1.54E+02,4.08,2.07E+03,4.02,1,FALSE
20MC_GroupC_Bluegill_Sunfish_2xdilution,Sample,Blender,Biota,20MC,PFOS,1.30E+03,3.99,2.66E+03,4.02,0.1946,FALSE
20MC_GroupC_Catfish_3_2xdilution,Sample,Blender,Biota,20MC,PFOS,5.27E+02,4.01,1.43E+02,3.98,1.0773,FALSE
20MC_GroupC_Nymphs_3_2xdilution,Sample,Homogenizer,Biota,20MC,PFOS,1.73E+03,4.02,1.37E+03,4,0.5289,FALSE
20MC_GroupC_Slug_2xdilution,Sample,Homogenizer,Biota,20MC,PFOS,0.00E+00,0,2.03E+03,4,0.5593,FALSE
20MC_GroupC_Beetle_2xdilution,Sample,Pestle,Biota,20MC,PFOS,5.54E+02,4,1.30E+03,4,0.2705,FALSE
20MC_GroupC_Whirligig_2xdilution,Sample,Pestle,Biota,20MC,PFOS,0.00E+00,0,1.46E+03,4.01,0.0547,FALSE
NIA_Water_Lab_Blank,Blank,Lab,Water,NIA,PFOS,0.00E+00,0,2.16E+03,4.04,1,FALSE
NIA_Water_Field_Blank,Blank,Field,Water,NIA,PFOS,0.00E+00,0,2.32E+03,4,1,FALSE
NIA_Water_Spike_1,Spike,Field,Water,NIA,PFOS,1.21E+04,4.03,1.96E+03,4.04,1,FALSE
NIA_Water_Spike_2,Spike,Field,Water,NIA,PFOS,1.55E+04,4.02,2.10E+03,4.02,1,FALSE
NIA_Water_Sample_1,Sample,Field,Water,NIA,PFOS,4.55E+03,4.04,1.89E+03,4.03,100,FALSE
NIA_Water_Sample_2,Sample,Field,Water,NIA,PFOS,5.44E+03,4.05,1.70E+03,4.03,100,FALSE
NIA_Water_Sample_3,Sample,Field,Water,NIA,PFOS,4.62E+03,4.02,2.07E+03,4.02,100,FALSE
NIA_Water_Sample_4,Sample,Field,Water,NIA,PFOS,4.01E+03,4.02,1.90E+03,4.03,100,FALSE
NIA_0 ng/mL,Calibration curve,Lab,N/A,NIA,PFOS,0.00E+00,0,2.28E+03,4.02,1,FALSE
NIA_0.2 ng/mL,Calibration curve,Lab,N/A,NIA,PFOS,1.64E+02,4,3.61E+03,4,1,FALSE
NIA_0.4 ng/mL,Calibration curve,Lab,N/A,NIA,PFOS,8.11E+02,4.04,3.86E+03,4.02,1,FALSE
NIA_1 ng/mL,Calibration curve,Lab,N/A,NIA,PFOS,2.18E+03,4.02,4.13E+03,4,1,FALSE
NIA_2 ng/mL,Calibration curve,Lab,N/A,NIA,PFOS,3.26E+03,4.03,4.11E+03,4.04,1,FALSE
NIA_4 ng/mL,Calibration curve,Lab,N/A,NIA,PFOS,9.07E+03,4.03,3.52E+03,4.03,1,FALSE
NIA_10 ng/mL,Calibration curve,Lab,N/A,NIA,PFOS,1.99E+04,4.01,2.81E+03,4.01,1,FALSE
NIA_20 ng/mL,Calibration curve,Lab,N/A,NIA,PFOS,3.50E+04,4.03,3.09E+03,4.02,1,FALSE
NIA_40 ng/mL,Calibration curve,Lab,N/A,NIA,PFOS,6.08E+04,4.02,3.33E+03,4.02,1,FALSE
NIA_100 ng/mL,Calibration curve,Lab,N/A,NIA,PFOS,1.42E+05,4.02,2.91E+03,4.02,1,FALSE
NIA_GroupF_Blender_Blank_2x,Blank,Blender,Biota,NIA,PFOS,0.00E+00,0,5.89E+02,4.06,1,FALSE
NIA_GroupF_Biota_Spike_2x,Spike,Blender,Biota,NIA,PFOS,3.04E+03,4.02,3.83E+02,4.05,1,FALSE
NIA_GroupF_Mortar_Blank_2x,Blank,Pestle,Biota,NIA,PFOS,0.00E+00,0,4.46E+02,3.98,1,FALSE
NIA_GroupF_Homogenizer_Blank_2x,Blank,Homogenizer,Biota,NIA,PFOS,0.00E+00,0,5.00E+02,4.06,1,FALSE
NIA_GroupF_Crayfish_20x,Sample,Pestle,Biota,NIA,PFOS,7.74E+02,4.03,6.25E+02,4.01,1.338,FALSE
NIA_GroupF_Bug_20x,Sample,Pestle,Biota,NIA,PFOS,1.08E+03,4,9.22E+02,4.01,0.2843,FALSE
NIA_GroupF_Shrimp_1_20x,Sample,Homogenizer,Biota,NIA,PFOS,1.60E+03,4,3.93E+02,4,0.9854,FALSE
NIA_GroupF_Shrimp_2_20x,Sample,Homogenizer,Biota,NIA,PFOS,2.11E+03,4.04,8.03E+02,4.03,1.0054,FALSE
NIA_GroupF_Shrimp_3_20x,Sample,Homogenizer,Biota,NIA,PFOS,3.45E+03,4.02,6.78E+02,4.01,1.0363,FALSE
NIA_GroupF_Shrimp_4_20x,Sample,Homogenizer,Biota,NIA,PFOS,2.43E+03,4,8.30E+02,3.98,1.2382,FALSE
NIA_GroupF_Catfish_1A_20x,Sample,Blender,Biota,NIA,PFOS,4.36E+03,4.01,8.00E+02,3.98,1.0587,FALSE
NIA_GroupF_Catfish_1B_20x,Sample,Blender,Biota,NIA,PFOS,4.68E+03,4.03,7.32E+02,4.01,1.1866,FALSE
NIA_GroupF_Catfish_1C_20x,Sample,Blender,Biota,NIA,PFOS,5.97E+03,4.01,1.59E+03,4.05,1.4201,FALSE
NIA_GroupF_Catfish_2_20x,Sample,Blender,Biota,NIA,PFOS,3.19E+02,4,6.60E+02,4.08,0.4611,FALSE
NIA_GroupF_Catfish_3_20x,Sample,Blender,Biota,NIA,PFOS,6.34E+02,4.04,1.93E+03,4.02,0.4665,FALSE
NIA_GroupF_Catfish_4_20x,Sample,Blender,Biota,NIA,PFOS,1.50E+03,4.03,1.53E+03,4.01,0.424,FALSE
NIA_GroupF_Crayfish_2x,Sample,Pestle,Biota,NIA,PFOS,2.03E+04,4,6.56E+02,4.03,1.338,FALSE
NIA_GroupF_Bug_2x,Sample,Pestle,Biota,NIA,PFOS,4.28E+03,4.01,1.55E+02,3.97,0.2843,FALSE
NIA_GroupF_Shrimp_1_2x,Sample,Homogenizer,Biota,NIA,PFOS,7.07E+03,4.01,2.14E+02,4.01,0.9854,FALSE
NIA_GroupF_Shrimp_2_2x,Sample,Homogenizer,Biota,NIA,PFOS,0.00E+00,0,0.00E+00,0,1.0054,TRUE
NIA_GroupF_Shrimp_3_2x,Sample,Homogenizer,Biota,NIA,PFOS,7.46E+03,4.04,0.00E+00,0,1.0363,TRUE
NIA_GroupF_Shrimp_4_2x,Sample,Homogenizer,Biota,NIA,PFOS,9.76E+03,4.04,1.38E+02,4.01,1.2382,FALSE
NIA_GroupF_Catfish_1A_2x,Sample,Blender,Biota,NIA,PFOS,1.80E+04,4.02,1.21E+02,4.05,1.0587,FALSE
NIA_GroupF_Catfish_1B_2x,Sample,Blender,Biota,NIA,PFOS,0.00E+00,0,0.00E+00,0,1.1866,TRUE
NIA_GroupF_Catfish_1C_2x,Sample,Blender,Biota,NIA,PFOS,0.00E+00,0,0.00E+00,0,1.4201,TRUE
NIA_GroupF_Catfish_2_2x,Sample,Blender,Biota,NIA,PFOS,0.00E+00,0,0.00E+00,0,0.4611,TRUE
NIA_GroupF_Catfish_3_2x,Sample,Blender,Biota,NIA,PFOS,0.00E+00,0,0.00E+00,0,0.4665,TRUE
NIA_GroupF_Catfish_4_2x,Sample,Blender,Biota,NIA,PFOS,0.00E+00,0,0.00E+00,0,0.424,TRUE
NIA_GroupD_Blender_Blank,Blank,Blender,Biota,NIA,PFOS,2.25E+03,4.02,3.21E+03,4.02,1,FALSE
NIA_GroupD_Biota_Spike,Spike,Blender,Biota,NIA,PFOS,2.76E+04,4.05,2.98E+03,4.04,1,FALSE
NIA_GroupD_Bluegill_1_20x,Sample,Blender,Biota,NIA,PFOS,1.32E+04,4.01,2.43E+03,4.05,0.4212,FALSE
NIA_GroupD_Bluegill_2_20x,Sample,Blender,Biota,NIA,PFOS,2.78E+03,4.04,3.02E+03,4.04,0.3059,FALSE
NIA_GroupD_Bluegill_3_20x,Sample,Blender,Biota,NIA,PFOS,2.32E+04,4.03,3.48E+03,4.06,0.5911,FALSE
NIA_GroupD_Crayfish_1_20x,Sample,Pestle,Biota,NIA,PFOS,7.09E+03,4.03,3.62E+03,4.04,1.0304,FALSE
NIA_GroupD_Crayfish_2_20x,Sample,Pestle,Biota,NIA,PFOS,5.32E+03,4.04,2.64E+03,4.07,1.056,FALSE
NIA_GroupD_Crayfish_3_20x,Sample,Pestle,Biota,NIA,PFOS,5.16E+03,4.02,2.82E+03,4.02,0.9936,FALSE
